,Symb,Exch,Y_symb,G_symb,G_URL,Y_URL
1985,HSBK,LSE,HSBK.L,LON:HSBK,https://www.google.com/finance?q=LON:HSBK,"http://finance.yahoo.com/echarts?s=HSBK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1986,HSD,LSE,HSD.L,LON:HSD,https://www.google.com/finance?q=LON:HSD,"http://finance.yahoo.com/echarts?s=HSD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1987,HSL,LSE,HSL.L,LON:HSL,https://www.google.com/finance?q=LON:HSL,"http://finance.yahoo.com/echarts?s=HSL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1988,HSM,LSE,HSM.L,LON:HSM,https://www.google.com/finance?q=LON:HSM,"http://finance.yahoo.com/echarts?s=HSM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1989,HSP,LSE,HSP.L,LON:HSP,https://www.google.com/finance?q=LON:HSP,"http://finance.yahoo.com/echarts?s=HSP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1990,HSPB,LSE,HSPB.L,LON:HSPB,https://www.google.com/finance?q=LON:HSPB,"http://finance.yahoo.com/echarts?s=HSPB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1991,HSPD,LSE,HSPD.L,LON:HSPD,https://www.google.com/finance?q=LON:HSPD,"http://finance.yahoo.com/echarts?s=HSPD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1992,HSPX,LSE,HSPX.L,LON:HSPX,https://www.google.com/finance?q=LON:HSPX,"http://finance.yahoo.com/echarts?s=HSPX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1993,HSS,LSE,HSS.L,LON:HSS,https://www.google.com/finance?q=LON:HSS,"http://finance.yahoo.com/echarts?s=HSS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1994,HSTG,LSE,HSTG.L,LON:HSTG,https://www.google.com/finance?q=LON:HSTG,"http://finance.yahoo.com/echarts?s=HSTG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1995,HSTN,LSE,HSTN.L,LON:HSTN,https://www.google.com/finance?q=LON:HSTN,"http://finance.yahoo.com/echarts?s=HSTN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1996,HSV,LSE,HSV.L,LON:HSV,https://www.google.com/finance?q=LON:HSV,"http://finance.yahoo.com/echarts?s=HSV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1997,HSW,LSE,HSW.L,LON:HSW,https://www.google.com/finance?q=LON:HSW,"http://finance.yahoo.com/echarts?s=HSW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1998,HSX,LSE,HSX.L,LON:HSX,https://www.google.com/finance?q=LON:HSX,"http://finance.yahoo.com/echarts?s=HSX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
1999,HTG,LSE,HTG.L,LON:HTG,https://www.google.com/finance?q=LON:HTG,"http://finance.yahoo.com/echarts?s=HTG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2000,HTOP,LSE,HTOP.L,LON:HTOP,https://www.google.com/finance?q=LON:HTOP,"http://finance.yahoo.com/echarts?s=HTOP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2001,HTRD,LSE,HTRD.L,LON:HTRD,https://www.google.com/finance?q=LON:HTRD,"http://finance.yahoo.com/echarts?s=HTRD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2002,HTRY,LSE,HTRY.L,LON:HTRY,https://www.google.com/finance?q=LON:HTRY,"http://finance.yahoo.com/echarts?s=HTRY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2003,HTWD,LSE,HTWD.L,LON:HTWD,https://www.google.com/finance?q=LON:HTWD,"http://finance.yahoo.com/echarts?s=HTWD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2004,HTWN,LSE,HTWN.L,LON:HTWN,https://www.google.com/finance?q=LON:HTWN,"http://finance.yahoo.com/echarts?s=HTWN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2005,HUKX,LSE,HUKX.L,LON:HUKX,https://www.google.com/finance?q=LON:HUKX,"http://finance.yahoo.com/echarts?s=HUKX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2006,HUM,LSE,HUM.L,LON:HUM,https://www.google.com/finance?q=LON:HUM,"http://finance.yahoo.com/echarts?s=HUM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2007,HUN,LSE,HUN.L,LON:HUN,https://www.google.com/finance?q=LON:HUN,"http://finance.yahoo.com/echarts?s=HUN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2008,HUNT,LSE,HUNT.L,LON:HUNT,https://www.google.com/finance?q=LON:HUNT,"http://finance.yahoo.com/echarts?s=HUNT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2009,HUR,LSE,HUR.L,LON:HUR,https://www.google.com/finance?q=LON:HUR,"http://finance.yahoo.com/echarts?s=HUR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2010,HUW,LSE,HUW.L,LON:HUW,https://www.google.com/finance?q=LON:HUW,"http://finance.yahoo.com/echarts?s=HUW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2011,HVE,LSE,HVE.L,LON:HVE,https://www.google.com/finance?q=LON:HVE,"http://finance.yahoo.com/echarts?s=HVE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2012,HVN,LSE,HVN.L,LON:HVN,https://www.google.com/finance?q=LON:HVN,"http://finance.yahoo.com/echarts?s=HVN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2013,HVO,LSE,HVO.L,LON:HVO,https://www.google.com/finance?q=LON:HVO,"http://finance.yahoo.com/echarts?s=HVO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2014,HVPE,LSE,HVPE.L,LON:HVPE,https://www.google.com/finance?q=LON:HVPE,"http://finance.yahoo.com/echarts?s=HVPE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2015,HVT,LSE,HVT.L,LON:HVT,https://www.google.com/finance?q=LON:HVT,"http://finance.yahoo.com/echarts?s=HVT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2016,HW,LSE,HW.L,LON:HW,https://www.google.com/finance?q=LON:HW,"http://finance.yahoo.com/echarts?s=HW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2017,HWC,LSE,HWC.L,LON:HWC,https://www.google.com/finance?q=LON:HWC,"http://finance.yahoo.com/echarts?s=HWC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2018,HWDN,LSE,HWDN.L,LON:HWDN,https://www.google.com/finance?q=LON:HWDN,"http://finance.yahoo.com/echarts?s=HWDN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2019,HWG,LSE,HWG.L,LON:HWG,https://www.google.com/finance?q=LON:HWG,"http://finance.yahoo.com/echarts?s=HWG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2020,HWWA,LSE,HWWA.L,LON:HWWA,https://www.google.com/finance?q=LON:HWWA,"http://finance.yahoo.com/echarts?s=HWWA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2021,HYD,LSE,HYD.L,LON:HYD,https://www.google.com/finance?q=LON:HYD,"http://finance.yahoo.com/echarts?s=HYD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2022,HYDG,LSE,HYDG.L,LON:HYDG,https://www.google.com/finance?q=LON:HYDG,"http://finance.yahoo.com/echarts?s=HYDG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2023,HYDR,LSE,HYDR.L,LON:HYDR,https://www.google.com/finance?q=LON:HYDR,"http://finance.yahoo.com/echarts?s=HYDR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2024,HYG,LSE,HYG.L,LON:HYG,https://www.google.com/finance?q=LON:HYG,"http://finance.yahoo.com/echarts?s=HYG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2025,HYLD,LSE,HYLD.L,LON:HYLD,https://www.google.com/finance?q=LON:HYLD,"http://finance.yahoo.com/echarts?s=HYLD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2026,HYNS,LSE,HYNS.L,LON:HYNS,https://www.google.com/finance?q=LON:HYNS,"http://finance.yahoo.com/echarts?s=HYNS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2027,HYR,LSE,HYR.L,LON:HYR,https://www.google.com/finance?q=LON:HYR,"http://finance.yahoo.com/echarts?s=HYR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2028,HYUD,LSE,HYUD.L,LON:HYUD,https://www.google.com/finance?q=LON:HYUD,"http://finance.yahoo.com/echarts?s=HYUD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2029,HYUO,LSE,HYUO.L,LON:HYUO,https://www.google.com/finance?q=LON:HYUO,"http://finance.yahoo.com/echarts?s=HYUO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2030,HZAD,LSE,HZAD.L,LON:HZAD,https://www.google.com/finance?q=LON:HZAD,"http://finance.yahoo.com/echarts?s=HZAD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2031,HZAR,LSE,HZAR.L,LON:HZAR,https://www.google.com/finance?q=LON:HZAR,"http://finance.yahoo.com/echarts?s=HZAR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2032,HZD,LSE,HZD.L,LON:HZD,https://www.google.com/finance?q=LON:HZD,"http://finance.yahoo.com/echarts?s=HZD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2033,HZM,LSE,HZM.L,LON:HZM,https://www.google.com/finance?q=LON:HZM,"http://finance.yahoo.com/echarts?s=HZM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2034,IAAA,LSE,IAAA.L,LON:IAAA,https://www.google.com/finance?q=LON:IAAA,"http://finance.yahoo.com/echarts?s=IAAA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2035,IAE,LSE,IAE.L,LON:IAE,https://www.google.com/finance?q=LON:IAE,"http://finance.yahoo.com/echarts?s=IAE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2036,IAEX,LSE,IAEX.L,LON:IAEX,https://www.google.com/finance?q=LON:IAEX,"http://finance.yahoo.com/echarts?s=IAEX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2037,IAG,LSE,IAG.L,LON:IAG,https://www.google.com/finance?q=LON:IAG,"http://finance.yahoo.com/echarts?s=IAG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2038,IAP,LSE,IAP.L,LON:IAP,https://www.google.com/finance?q=LON:IAP,"http://finance.yahoo.com/echarts?s=IAP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2039,IAPD,LSE,IAPD.L,LON:IAPD,https://www.google.com/finance?q=LON:IAPD,"http://finance.yahoo.com/echarts?s=IAPD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2040,IASH,LSE,IASH.L,LON:IASH,https://www.google.com/finance?q=LON:IASH,"http://finance.yahoo.com/echarts?s=IASH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2041,IASP,LSE,IASP.L,LON:IASP,https://www.google.com/finance?q=LON:IASP,"http://finance.yahoo.com/echarts?s=IASP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2042,IAT,LSE,IAT.L,LON:IAT,https://www.google.com/finance?q=LON:IAT,"http://finance.yahoo.com/echarts?s=IAT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2043,IAUP,LSE,IAUP.L,LON:IAUP,https://www.google.com/finance?q=LON:IAUP,"http://finance.yahoo.com/echarts?s=IAUP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2044,IAUS,LSE,IAUS.L,LON:IAUS,https://www.google.com/finance?q=LON:IAUS,"http://finance.yahoo.com/echarts?s=IAUS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2045,IBC1,LSE,IBC1.L,LON:IBC1,https://www.google.com/finance?q=LON:IBC1,"http://finance.yahoo.com/echarts?s=IBC1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2046,IBCI,LSE,IBCI.L,LON:IBCI,https://www.google.com/finance?q=LON:IBCI,"http://finance.yahoo.com/echarts?s=IBCI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2047,IBCX,LSE,IBCX.L,LON:IBCX,https://www.google.com/finance?q=LON:IBCX,"http://finance.yahoo.com/echarts?s=IBCX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2048,IBEL,LSE,IBEL.L,LON:IBEL,https://www.google.com/finance?q=LON:IBEL,"http://finance.yahoo.com/echarts?s=IBEL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2049,IBEX,LSE,IBEX.L,LON:IBEX,https://www.google.com/finance?q=LON:IBEX,"http://finance.yahoo.com/echarts?s=IBEX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2050,IBGE,LSE,IBGE.L,LON:IBGE,https://www.google.com/finance?q=LON:IBGE,"http://finance.yahoo.com/echarts?s=IBGE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2051,IBGL,LSE,IBGL.L,LON:IBGL,https://www.google.com/finance?q=LON:IBGL,"http://finance.yahoo.com/echarts?s=IBGL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2052,IBGM,LSE,IBGM.L,LON:IBGM,https://www.google.com/finance?q=LON:IBGM,"http://finance.yahoo.com/echarts?s=IBGM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2053,IBGS,LSE,IBGS.L,LON:IBGS,https://www.google.com/finance?q=LON:IBGS,"http://finance.yahoo.com/echarts?s=IBGS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2054,IBGX,LSE,IBGX.L,LON:IBGX,https://www.google.com/finance?q=LON:IBGX,"http://finance.yahoo.com/echarts?s=IBGX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2055,IBGY,LSE,IBGY.L,LON:IBGY,https://www.google.com/finance?q=LON:IBGY,"http://finance.yahoo.com/echarts?s=IBGY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2056,IBGZ,LSE,IBGZ.L,LON:IBGZ,https://www.google.com/finance?q=LON:IBGZ,"http://finance.yahoo.com/echarts?s=IBGZ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2057,IBM,LSE,IBM.L,LON:IBM,https://www.google.com/finance?q=LON:IBM,"http://finance.yahoo.com/echarts?s=IBM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2058,IBPO,LSE,IBPO.L,LON:IBPO,https://www.google.com/finance?q=LON:IBPO,"http://finance.yahoo.com/echarts?s=IBPO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2059,IBST,LSE,IBST.L,LON:IBST,https://www.google.com/finance?q=LON:IBST,"http://finance.yahoo.com/echarts?s=IBST.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2060,IBT,LSE,IBT.L,LON:IBT,https://www.google.com/finance?q=LON:IBT,"http://finance.yahoo.com/echarts?s=IBT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2061,IBTL,LSE,IBTL.L,LON:IBTL,https://www.google.com/finance?q=LON:IBTL,"http://finance.yahoo.com/echarts?s=IBTL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2062,IBTM,LSE,IBTM.L,LON:IBTM,https://www.google.com/finance?q=LON:IBTM,"http://finance.yahoo.com/echarts?s=IBTM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2063,IBTS,LSE,IBTS.L,LON:IBTS,https://www.google.com/finance?q=LON:IBTS,"http://finance.yahoo.com/echarts?s=IBTS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2064,IBZL,LSE,IBZL.L,LON:IBZL,https://www.google.com/finance?q=LON:IBZL,"http://finance.yahoo.com/echarts?s=IBZL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2065,IC55,LSE,IC55.L,LON:IC55,https://www.google.com/finance?q=LON:IC55,"http://finance.yahoo.com/echarts?s=IC55.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2066,ICDU,LSE,ICDU.L,LON:ICDU,https://www.google.com/finance?q=LON:ICDU,"http://finance.yahoo.com/echarts?s=ICDU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2067,ICG2,LSE,ICG2.L,LON:ICG2,https://www.google.com/finance?q=LON:ICG2,"http://finance.yahoo.com/echarts?s=ICG2.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2068,ICG3,LSE,ICG3.L,LON:ICG3,https://www.google.com/finance?q=LON:ICG3,"http://finance.yahoo.com/echarts?s=ICG3.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2069,ICG7,LSE,ICG7.L,LON:ICG7,https://www.google.com/finance?q=LON:ICG7,"http://finance.yahoo.com/echarts?s=ICG7.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2070,ICGC,LSE,ICGC.L,LON:ICGC,https://www.google.com/finance?q=LON:ICGC,"http://finance.yahoo.com/echarts?s=ICGC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2071,ICGT,LSE,ICGT.L,LON:ICGT,https://www.google.com/finance?q=LON:ICGT,"http://finance.yahoo.com/echarts?s=ICGT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2072,ICOV,LSE,ICOV.L,LON:ICOV,https://www.google.com/finance?q=LON:ICOV,"http://finance.yahoo.com/echarts?s=ICOV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2073,ICP,LSE,ICP.L,LON:ICP,https://www.google.com/finance?q=LON:ICP,"http://finance.yahoo.com/echarts?s=ICP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2074,ICTA,LSE,ICTA.L,LON:ICTA,https://www.google.com/finance?q=LON:ICTA,"http://finance.yahoo.com/echarts?s=ICTA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2075,ICTB,LSE,ICTB.L,LON:ICTB,https://www.google.com/finance?q=LON:ICTB,"http://finance.yahoo.com/echarts?s=ICTB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2076,ICTU,LSE,ICTU.L,LON:ICTU,https://www.google.com/finance?q=LON:ICTU,"http://finance.yahoo.com/echarts?s=ICTU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2077,IDAP,LSE,IDAP.L,LON:IDAP,https://www.google.com/finance?q=LON:IDAP,"http://finance.yahoo.com/echarts?s=IDAP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2078,IDAR,LSE,IDAR.L,LON:IDAR,https://www.google.com/finance?q=LON:IDAR,"http://finance.yahoo.com/echarts?s=IDAR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2079,IDBT,LSE,IDBT.L,LON:IDBT,https://www.google.com/finance?q=LON:IDBT,"http://finance.yahoo.com/echarts?s=IDBT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2080,IDBZ,LSE,IDBZ.L,LON:IDBZ,https://www.google.com/finance?q=LON:IDBZ,"http://finance.yahoo.com/echarts?s=IDBZ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2081,IDEA,LSE,IDEA.L,LON:IDEA,https://www.google.com/finance?q=LON:IDEA,"http://finance.yahoo.com/echarts?s=IDEA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2082,IDEE,LSE,IDEE.L,LON:IDEE,https://www.google.com/finance?q=LON:IDEE,"http://finance.yahoo.com/echarts?s=IDEE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2083,IDEM,LSE,IDEM.L,LON:IDEM,https://www.google.com/finance?q=LON:IDEM,"http://finance.yahoo.com/echarts?s=IDEM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2084,IDEU,LSE,IDEU.L,LON:IDEU,https://www.google.com/finance?q=LON:IDEU,"http://finance.yahoo.com/echarts?s=IDEU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2085,IDFE,LSE,IDFE.L,LON:IDFE,https://www.google.com/finance?q=LON:IDFE,"http://finance.yahoo.com/echarts?s=IDFE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2086,IDFF,LSE,IDFF.L,LON:IDFF,https://www.google.com/finance?q=LON:IDFF,"http://finance.yahoo.com/echarts?s=IDFF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2087,IDFX,LSE,IDFX.L,LON:IDFX,https://www.google.com/finance?q=LON:IDFX,"http://finance.yahoo.com/echarts?s=IDFX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2088,IDH,LSE,IDH.L,LON:IDH,https://www.google.com/finance?q=LON:IDH,"http://finance.yahoo.com/echarts?s=IDH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2089,IDHC,LSE,IDHC.L,LON:IDHC,https://www.google.com/finance?q=LON:IDHC,"http://finance.yahoo.com/echarts?s=IDHC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2090,IDIN,LSE,IDIN.L,LON:IDIN,https://www.google.com/finance?q=LON:IDIN,"http://finance.yahoo.com/echarts?s=IDIN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2091,IDJG,LSE,IDJG.L,LON:IDJG,https://www.google.com/finance?q=LON:IDJG,"http://finance.yahoo.com/echarts?s=IDJG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2092,IDJP,LSE,IDJP.L,LON:IDJP,https://www.google.com/finance?q=LON:IDJP,"http://finance.yahoo.com/echarts?s=IDJP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2093,IDJV,LSE,IDJV.L,LON:IDJV,https://www.google.com/finance?q=LON:IDJV,"http://finance.yahoo.com/echarts?s=IDJV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2094,IDKO,LSE,IDKO.L,LON:IDKO,https://www.google.com/finance?q=LON:IDKO,"http://finance.yahoo.com/echarts?s=IDKO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2095,IDNA,LSE,IDNA.L,LON:IDNA,https://www.google.com/finance?q=LON:IDNA,"http://finance.yahoo.com/echarts?s=IDNA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2096,IDOX,LSE,IDOX.L,LON:IDOX,https://www.google.com/finance?q=LON:IDOX,"http://finance.yahoo.com/echarts?s=IDOX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2097,IDP6,LSE,IDP6.L,LON:IDP6,https://www.google.com/finance?q=LON:IDP6,"http://finance.yahoo.com/echarts?s=IDP6.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2098,IDPE,LSE,IDPE.L,LON:IDPE,https://www.google.com/finance?q=LON:IDPE,"http://finance.yahoo.com/echarts?s=IDPE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2099,IDTK,LSE,IDTK.L,LON:IDTK,https://www.google.com/finance?q=LON:IDTK,"http://finance.yahoo.com/echarts?s=IDTK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2100,IDTL,LSE,IDTL.L,LON:IDTL,https://www.google.com/finance?q=LON:IDTL,"http://finance.yahoo.com/echarts?s=IDTL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2101,IDTM,LSE,IDTM.L,LON:IDTM,https://www.google.com/finance?q=LON:IDTM,"http://finance.yahoo.com/echarts?s=IDTM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2102,IDTP,LSE,IDTP.L,LON:IDTP,https://www.google.com/finance?q=LON:IDTP,"http://finance.yahoo.com/echarts?s=IDTP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2103,IDTW,LSE,IDTW.L,LON:IDTW,https://www.google.com/finance?q=LON:IDTW,"http://finance.yahoo.com/echarts?s=IDTW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2104,IDUP,LSE,IDUP.L,LON:IDUP,https://www.google.com/finance?q=LON:IDUP,"http://finance.yahoo.com/echarts?s=IDUP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2105,IDUS,LSE,IDUS.L,LON:IDUS,https://www.google.com/finance?q=LON:IDUS,"http://finance.yahoo.com/echarts?s=IDUS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
2106,IDVY,LSE,IDVY.L,LON:IDVY,https://www.google.com/finance?q=LON:IDVY,"http://finance.yahoo.com/echarts?s=IDVY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
